cell_id,honesty,harm_avoidance,privacy,kindness,integrity,impartiality,authority,care,loyalty,fairness,autonomy,desert,mercy,collective_welfare,sanctity,tradition
type3_mercy_vs_desert:CB-md-S3:oppose_tip_B,0.001071,0.002105,-0.007437,0.046717,0.149991,0.073221,0.096735,0.099373,0.026874,0.059871,0.035414,0.050539,0.117641,0.072344,-0.045832,-0.042184
type3_mercy_vs_desert:CB-md-S4:agree_B,0.072956,0.100594,0.098361,0.034857,0.196822,0.130029,0.155502,0.152114,0.094447,0.089168,0.095367,0.093700,0.119508,0.077040,-0.007438,0.123109
type3_mercy_vs_desert:CB-md-S4:agree_A,0.083394,0.130992,0.116390,0.055291,0.206556,0.127059,0.170946,0.173028,0.106715,0.111513,0.131078,0.084043,0.136362,0.061543,0.008485,0.118852
type3_mercy_vs_desert:CB-md-S4:oppose_tip_A,0.109862,0.149329,0.129395,0.076306,0.237420,0.157529,0.230448,0.187626,0.116960,0.110462,0.153124,0.115568,0.179001,0.082327,0.027095,0.165127
type3_mercy_vs_desert:CB-md-S4:oppose_tip_B,0.097496,0.140934,0.119366,0.065876,0.231354,0.136341,0.198002,0.186613,0.111330,0.125428,0.148169,0.125715,0.163741,0.065735,0.025907,0.125269
type3_mercy_vs_desert:CB-md-S5:agree_B,0.021190,0.082587,0.079844,0.071014,0.135384,-0.019735,0.114536,0.159495,0.082354,0.067105,0.055884,0.077381,0.075743,0.076008,0.090586,0.086890
type3_mercy_vs_desert:CB-md-S5:agree_A,0.036933,0.087722,0.076593,0.089138,0.133702,0.036287,0.134538,0.141957,0.155556,0.118014,0.128163,0.098032,0.104804,0.080721,0.107430,0.169198
type3_mercy_vs_desert:CB-md-S5:oppose_tip_A,0.007863,0.046363,0.034365,0.066557,0.060144,0.005600,0.064690,0.100275,0.108369,0.065387,0.074829,0.058910,0.069521,0.067957,0.052866,0.107146
type3_mercy_vs_desert:CB-md-S5:oppose_tip_B,0.020075,0.060887,0.048200,0.085072,0.092755,0.016090,0.091901,0.119219,0.131003,0.083554,0.103767,0.078169,0.093625,0.063238,0.088259,0.122472
type4_loyalty_vs_honesty:CB-lh-S1:agree_A,0.055475,0.059220,0.141967,0.050801,0.152272,0.033466,0.099825,0.117136,-0.019216,0.017852,-0.032298,0.049930,0.018601,0.041319,-0.039989,0.012906
type4_loyalty_vs_honesty:CB-lh-S1:agree_B,0.067037,0.052917,0.154595,0.064550,0.168890,0.024154,0.122219,0.117344,0.006476,0.030251,-0.018541,0.077600,0.057402,0.081751,-0.016868,0.043371
type4_loyalty_vs_honesty:CB-lh-S1:oppose_tip_A,0.056311,0.034992,0.153304,0.043027,0.131758,0.021656,0.132284,0.115029,0.003455,-0.002728,-0.038411,0.070540,0.042018,0.064788,-0.023550,0.030119
type4_loyalty_vs_honesty:CB-lh-S1:oppose_tip_B,0.077528,0.065913,0.213204,0.081320,0.193406,0.075526,0.131624,0.186843,0.099440,0.065136,0.024652,0.110784,0.069276,0.091236,0.027617,0.074584
type4_loyalty_vs_honesty:CB-lh-S2:agree_A,0.084597,-0.015756,0.064793,0.113206,-0.061425,0.035814,0.030637,0.047459,0.002257,-0.021792,-0.018000,-0.000453,-0.019776,0.056750,-0.034050,0.127526
type4_loyalty_vs_honesty:CB-lh-S2:agree_B,0.050142,-0.032889,0.065481,0.125091,-0.080101,0.034792,-0.013922,0.035224,0.028053,-0.015971,-0.038261,0.014939,-0.022804,0.042111,-0.040896,0.082683
type4_loyalty_vs_honesty:CB-lh-S2:oppose_tip_A,0.143511,0.048110,0.135168,0.129304,0.003728,0.101014,0.131187,0.083418,0.066316,-0.004597,0.017754,0.037512,0.036016,0.035417,0.040858,0.169199
type4_loyalty_vs_honesty:CB-lh-S2:oppose_tip_B,0.116271,0.056534,0.139179,0.115474,0.024320,0.097518,0.121775,0.086784,0.076335,-0.006647,0.034841,0.032568,0.045469,0.014933,0.047710,0.162346
type4_loyalty_vs_honesty:CB-lh-S3:agree_A,0.148814,0.063869,0.138715,0.139104,0.058792,0.043244,0.064816,0.036035,-0.041656,-0.053317,-0.030622,0.054218,-0.068230,0.027298,-0.067416,-0.037959
type4_loyalty_vs_honesty:CB-lh-S3:agree_B,0.171089,0.064694,0.133332,0.181209,0.053991,0.073163,0.072556,0.060565,-0.013926,-0.026385,-0.004411,0.061975,-0.027625,0.045324,-0.051867,-0.020618
type4_loyalty_vs_honesty:CB-lh-S3:oppose_tip_A,0.093361,0.031090,0.094101,0.081751,0.000971,0.010601,0.012848,-0.007713,-0.059911,-0.086330,-0.093896,-0.003242,-0.096336,0.004567,-0.113495,-0.078853
type4_loyalty_vs_honesty:CB-lh-S3:oppose_tip_B,0.107148,0.060350,0.121654,0.117481,0.062585,0.052882,0.072461,0.073650,0.006086,-0.028702,-0.023948,0.088474,-0.023992,0.077744,-0.074705,-0.054630
type4_loyalty_vs_honesty:CB-lh-S4:agree_A,0.055372,-0.019766,0.119303,0.064816,0.014034,0.007316,0.030896,0.026299,-0.025010,-0.044313,0.004006,0.106017,-0.016102,0.077467,-0.107253,-0.042775
type4_loyalty_vs_honesty:CB-lh-S4:agree_B,-0.009720,-0.030400,0.111618,0.010112,-0.004681,-0.037989,-0.035843,0.001759,-0.014892,-0.054623,-0.024985,0.101880,-0.044541,0.050028,-0.114650,-0.114520
type4_loyalty_vs_honesty:CB-lh-S4:oppose_tip_A,0.083611,0.017663,0.123116,0.073507,0.047170,0.027835,0.078485,0.040690,-0.006600,-0.025107,0.017270,0.136162,-0.004933,0.074479,-0.074161,-0.024575
type4_loyalty_vs_honesty:CB-lh-S4:oppose_tip_B,0.067115,0.053153,0.140918,0.093233,0.085925,0.056697,0.055765,0.082856,0.059263,0.016645,0.039396,0.149639,0.043817,0.096738,-0.059843,-0.004681
type4_loyalty_vs_honesty:CB-lh-S5:agree_A,0.046558,-0.001903,0.052469,0.045747,-0.045551,-0.010232,0.003973,-0.018340,0.037484,-0.014361,-0.049914,0.064244,-0.048311,0.046316,-0.119461,-0.026982
type4_loyalty_vs_honesty:CB-lh-S5:agree_B,0.008150,-0.008151,0.063643,0.008944,-0.040363,-0.011985,0.011558,-0.003513,0.041066,-0.013121,-0.039982,0.069206,-0.042023,0.036581,-0.104977,-0.026679
type4_loyalty_vs_honesty:CB-lh-S5:oppose_tip_A,0.037156,0.025588,0.100277,0.043487,-0.013920,-0.001254,0.015983,0.016164,0.066844,0.006189,-0.031150,0.094926,-0.030182,0.054480,-0.074606,-0.052477
type4_loyalty_vs_honesty:CB-lh-S5:oppose_tip_B,0.014803,0.027781,0.103734,0.038923,-0.027977,-0.006522,0.006024,0.030905,0.104850,-0.001068,-0.022679,0.078015,-0.016541,0.045280,-0.074609,-0.046044
type5_tradition_vs_autonomy:CB-ta-S1:agree_A,0.086597,0.089777,0.066568,0.207635,0.067452,0.122314,0.041341,0.060300,0.133188,0.056146,0.016652,0.058355,-0.004499,0.044551,-0.040506,0.075282
type5_tradition_vs_autonomy:CB-ta-S1:agree_B,0.032235,0.027273,-0.012021,0.145064,0.015736,0.107100,-0.004369,0.011642,0.094696,0.041808,-0.036184,0.025112,-0.026433,0.017805,-0.095582,0.082339
type5_tradition_vs_autonomy:CB-ta-S1:oppose_tip_A,0.025916,0.033533,-0.016163,0.167590,0.015315,0.118303,-0.011894,0.009974,0.085657,0.045934,-0.016573,0.018913,0.004392,0.033448,-0.091450,0.078232
type5_tradition_vs_autonomy:CB-ta-S1:oppose_tip_B,0.033775,0.042438,0.020045,0.173086,0.023920,0.151132,0.037497,0.068611,0.097215,0.070279,0.035024,0.048740,0.004676,0.076312,-0.073241,0.073704
type5_tradition_vs_autonomy:CB-ta-S2:agree_A,0.072258,0.042140,0.015826,0.141585,0.027301,0.096800,0.081901,0.076403,0.087149,0.046083,0.032000,0.093281,0.021289,0.078855,-0.021296,0.128832
type5_tradition_vs_autonomy:CB-ta-S2:agree_B,0.053704,0.012262,-0.007736,0.096912,0.012821,0.059341,0.026504,0.020352,0.041180,0.032312,0.003294,0.043243,-0.029839,0.051668,-0.040595,0.077674
type5_tradition_vs_autonomy:CB-ta-S2:oppose_tip_A,0.066856,0.016379,-0.007391,0.119231,0.038267,0.105638,0.074878,0.074524,0.110833,0.078133,0.045242,0.114114,0.021956,0.097494,-0.014535,0.119137
type5_tradition_vs_autonomy:CB-ta-S2:oppose_tip_B,0.065741,0.045483,0.010565,0.104904,0.062705,0.088996,0.088057,0.084134,0.115059,0.075343,0.051931,0.108946,0.008673,0.087655,-0.003615,0.090136
type5_tradition_vs_autonomy:CB-ta-S3:agree_A,0.118754,0.132861,0.141184,0.131412,0.150078,0.229103,0.117713,0.152673,0.172607,0.132417,0.131400,0.188083,0.051133,0.148580,0.034589,0.094311
type5_tradition_vs_autonomy:CB-ta-S3:agree_B,0.108184,0.117762,0.113108,0.096918,0.140639,0.229997,0.114463,0.127622,0.136384,0.132846,0.115867,0.185876,0.022340,0.143225,0.009163,0.067867
type5_tradition_vs_autonomy:CB-ta-S3:oppose_tip_A,0.127815,0.146813,0.137776,0.117305,0.159604,0.258954,0.151023,0.150935,0.176282,0.138008,0.122731,0.202174,0.045910,0.147507,0.042127,0.102503
type5_tradition_vs_autonomy:CB-ta-S3:oppose_tip_B,0.126668,0.144944,0.154228,0.126921,0.157283,0.243297,0.151759,0.167474,0.189720,0.152914,0.148106,0.209182,0.058383,0.146021,0.057124,0.085081
type5_tradition_vs_autonomy:CB-ta-S4:agree_A,0.041306,0.033164,0.080066,0.182223,0.105776,0.130649,0.094995,0.141474,0.141929,0.151436,0.075257,0.183248,0.087468,0.150501,-0.026435,0.167708
type5_tradition_vs_autonomy:CB-ta-S4:agree_B,0.039314,0.004917,0.056028,0.195882,0.081501,0.108457,0.087780,0.089314,0.116250,0.141070,0.035685,0.204588,0.076275,0.136305,-0.039321,0.209874
type5_tradition_vs_autonomy:CB-ta-S4:oppose_tip_A,0.088249,0.051181,0.121615,0.213325,0.141230,0.166371,0.151423,0.195967,0.202917,0.189763,0.117963,0.287734,0.139710,0.224152,0.021055,0.225087
type5_tradition_vs_autonomy:CB-ta-S4:oppose_tip_B,0.065256,0.048374,0.105011,0.194716,0.153341,0.151538,0.157007,0.182973,0.166649,0.167469,0.113531,0.226685,0.099962,0.160859,0.010982,0.227756
type5_tradition_vs_autonomy:CB-ta-S5:agree_A,0.066774,0.009652,0.098239,0.046373,0.122813,0.127792,0.126745,0.115962,0.129769,0.097190,0.096793,0.134551,0.042131,0.113603,-0.052324,0.048829
type5_tradition_vs_autonomy:CB-ta-S5:agree_B,0.044738,-0.014596,0.072490,0.008744,0.108129,0.151132,0.106552,0.078832,0.109223,0.088709,0.059780,0.123230,0.023888,0.102996,-0.072403,0.102896
type5_tradition_vs_autonomy:CB-ta-S5:oppose_tip_A,0.089311,0.048816,0.136107,0.045546,0.172309,0.171216,0.166658,0.141397,0.173739,0.119058,0.093273,0.170634,0.065888,0.149166,-0.049442,0.090262
type5_tradition_vs_autonomy:CB-ta-S5:oppose_tip_B,0.097717,0.059320,0.142360,0.068743,0.179195,0.177732,0.194143,0.172234,0.177975,0.134277,0.129600,0.185701,0.075168,0.147676,-0.031601,0.061185
type6_authority_vs_autonomy:CB-aa-S1:agree_A,0.062069,0.015584,0.087013,0.146025,0.058390,0.118364,0.077577,0.125541,0.168142,0.166342,0.022715,0.197017,0.047333,0.109800,0.021673,0.131752
type6_authority_vs_autonomy:CB-aa-S1:agree_B,0.068170,0.010301,0.085821,0.137612,0.080226,0.111269,0.085011,0.111567,0.157928,0.157539,0.020924,0.179787,0.033598,0.104955,0.021484,0.132233
type6_authority_vs_autonomy:CB-aa-S1:oppose_tip_A,0.073822,0.011123,0.109138,0.179436,0.094295,0.131740,0.124442,0.134183,0.179626,0.165000,0.005731,0.190955,0.044473,0.109419,0.014737,0.141432
type6_authority_vs_autonomy:CB-aa-S1:oppose_tip_B,0.116523,0.033295,0.119427,0.203494,0.112922,0.141812,0.113357,0.125324,0.170828,0.160530,0.007455,0.186138,0.042264,0.112949,0.013016,0.159705
type6_authority_vs_autonomy:CB-aa-S2:agree_A,0.132407,0.046887,0.050877,0.122124,-0.023539,0.176523,-0.000820,0.065938,0.087522,0.045111,0.056146,0.149558,0.020841,0.125996,-0.018643,0.106513
type6_authority_vs_autonomy:CB-aa-S2:agree_B,0.155356,0.049260,0.055024,0.146109,-0.000092,0.208101,0.035359,0.104230,0.129724,0.088369,0.085182,0.177487,0.037728,0.175780,0.022054,0.127496
type6_authority_vs_autonomy:CB-aa-S2:oppose_tip_A,0.165115,0.079509,0.102025,0.151859,0.058215,0.231461,0.094561,0.144032,0.160713,0.103617,0.083162,0.212147,0.050220,0.171660,0.010630,0.158868
type6_authority_vs_autonomy:CB-aa-S2:oppose_tip_B,0.173407,0.080354,0.095852,0.168075,0.044747,0.243501,0.095248,0.141475,0.159846,0.101659,0.095957,0.214476,0.065485,0.175604,0.022110,0.173661
type6_authority_vs_autonomy:CB-aa-S3:agree_A,0.023214,-0.025470,0.010804,0.058931,0.058796,0.071705,0.075146,0.115164,0.126629,0.116380,0.052667,0.155257,0.073122,0.135530,-0.026947,0.061998
type6_authority_vs_autonomy:CB-aa-S3:agree_B,0.026114,-0.013277,0.018004,0.063280,0.076865,0.054457,0.060324,0.074059,0.080366,0.081773,0.041351,0.125641,0.052785,0.116305,-0.019575,0.035287
type6_authority_vs_autonomy:CB-aa-S3:oppose_tip_A,0.047304,0.016226,0.046535,0.121123,0.103243,0.075617,0.129255,0.150315,0.125649,0.138577,0.076012,0.187102,0.080092,0.151969,-0.003656,0.105869
type6_authority_vs_autonomy:CB-aa-S3:oppose_tip_B,0.040516,0.007106,0.031491,0.098469,0.095983,0.074775,0.120686,0.146701,0.122332,0.136600,0.071246,0.197124,0.086639,0.160767,-0.009242,0.099027
type6_authority_vs_autonomy:CB-aa-S4:agree_A,0.100937,0.003580,0.052128,0.176975,0.085307,0.130008,0.052323,0.141874,0.061913,0.076080,0.080437,0.163532,0.062282,0.136976,0.019570,0.170344
type6_authority_vs_autonomy:CB-aa-S4:agree_B,0.117492,0.024507,0.069036,0.186455,0.095775,0.143420,0.077334,0.158242,0.088702,0.113572,0.091553,0.187021,0.066474,0.152148,0.028656,0.192212
type6_authority_vs_autonomy:CB-aa-S4:oppose_tip_A,0.145377,0.054275,0.089848,0.194096,0.138502,0.141261,0.134652,0.189419,0.106683,0.135733,0.096330,0.211767,0.080190,0.169650,0.029871,0.196844
type6_authority_vs_autonomy:CB-aa-S4:oppose_tip_B,0.142962,0.044094,0.097395,0.208337,0.132236,0.148094,0.132835,0.183476,0.105670,0.128311,0.094458,0.211552,0.078746,0.175651,0.032864,0.196627
type6_authority_vs_autonomy:CB-aa-S5:agree_A,0.081344,0.053899,0.032666,0.158470,-0.000334,0.094827,0.002264,0.083310,0.080358,0.071679,0.018095,0.135271,-0.021270,0.076318,-0.023932,0.027996
type6_authority_vs_autonomy:CB-aa-S5:agree_B,0.121102,0.095934,0.072108,0.206005,0.022328,0.122363,0.031628,0.107075,0.087243,0.086783,0.042639,0.149180,-0.013859,0.094654,0.003628,0.051238
type6_authority_vs_autonomy:CB-aa-S5:oppose_tip_A,0.145465,0.109245,0.098691,0.235851,0.057028,0.149185,0.073906,0.129216,0.118259,0.115415,0.046189,0.172092,0.005466,0.104852,0.018095,0.080927
type6_authority_vs_autonomy:CB-aa-S5:oppose_tip_B,0.132601,0.093323,0.077668,0.207148,0.033471,0.118299,0.042319,0.099613,0.092733,0.079694,0.028870,0.161319,-0.000579,0.078998,-0.001752,0.064383
type7_harm_vs_autonomy:CB-hva-S1:agree_comply,-0.020925,-0.096948,-0.069621,0.004172,-0.093613,0.013927,-0.024964,-0.030351,-0.076698,-0.073938,-0.029631,0.004757,-0.010934,0.007083,-0.083881,0.008821
type7_harm_vs_autonomy:CB-hva-S1:agree_refuse,-0.003050,-0.074227,-0.063436,0.014282,-0.071137,0.031213,0.008836,0.000806,-0.060131,-0.061323,0.000368,0.051357,0.001032,0.040309,-0.081112,0.028011
type7_harm_vs_autonomy:CB-hva-S1:oppose_tip_comply,0.005748,-0.069251,-0.027013,0.034907,-0.062598,0.029900,0.021493,0.024659,-0.039185,-0.041872,-0.004943,0.064631,0.021449,0.060325,-0.095961,0.023587
type7_harm_vs_autonomy:CB-hva-S1:oppose_tip_refuse,0.015053,-0.047384,-0.011661,0.057087,-0.063694,0.040006,0.049703,0.067604,-0.045922,-0.031103,0.012571,0.062025,0.019949,0.088770,-0.093526,0.030588
type7_harm_vs_autonomy:CB-hva-S2:agree_comply,-0.001102,-0.036299,-0.039352,-0.011221,0.015471,-0.016956,-0.013151,0.017546,-0.047373,-0.006024,0.017023,0.014366,0.003575,0.023993,-0.028910,0.006875
type7_harm_vs_autonomy:CB-hva-S2:agree_refuse,0.009362,-0.016951,-0.037274,0.004534,0.023327,-0.008792,-0.011801,0.025446,-0.018526,0.010406,0.039182,0.020456,0.011580,0.030545,-0.025553,0.005136
type7_harm_vs_autonomy:CB-hva-S2:oppose_tip_comply,0.017745,-0.038832,-0.010323,0.018171,0.017430,0.014958,0.009715,0.045445,-0.006227,0.026307,0.041427,0.049035,0.026573,0.078379,-0.024805,0.022845
type7_harm_vs_autonomy:CB-hva-S2:oppose_tip_refuse,0.022745,-0.027553,-0.008399,0.029263,0.022691,0.023552,0.010866,0.059763,-0.013206,0.007396,0.061120,0.045846,0.029071,0.081629,0.001236,0.043368
type7_harm_vs_autonomy:CB-hva-S3:agree_comply,0.034744,-0.020201,-0.069615,0.042035,0.009252,-0.023644,-0.009097,-0.036780,-0.033615,0.043863,-0.037755,0.014965,-0.000428,0.047873,-0.025396,-0.035544
type7_harm_vs_autonomy:CB-hva-S3:agree_refuse,0.049000,-0.016296,-0.050888,0.067875,-0.012175,-0.017905,-0.012501,-0.008164,-0.018483,0.019031,-0.029437,0.037050,0.013850,0.051883,-0.029918,-0.041206
type7_harm_vs_autonomy:CB-hva-S3:oppose_tip_comply,0.024404,-0.016561,-0.055680,0.040387,0.011731,-0.013717,-0.011295,0.008809,0.000260,0.048281,-0.038779,0.030028,0.001430,0.071390,-0.048160,-0.038035
type7_harm_vs_autonomy:CB-hva-S3:oppose_tip_refuse,0.006656,-0.012559,-0.046314,0.016380,-0.008950,-0.013310,-0.021234,-0.014330,-0.008950,0.031795,-0.036492,0.022926,-0.019549,0.072901,-0.052864,-0.061398
type7_harm_vs_autonomy:CB-hva-S4:agree_comply,-0.006188,-0.061748,-0.041078,-0.022854,-0.008659,-0.005582,0.010918,-0.012343,-0.041472,-0.037797,-0.011478,0.066202,-0.027453,0.080086,-0.062190,-0.046841
type7_harm_vs_autonomy:CB-hva-S4:agree_refuse,0.008132,-0.038841,-0.018606,-0.012282,0.020859,0.003564,0.042547,0.006688,-0.036279,-0.025089,0.017005,0.082241,-0.015351,0.092538,-0.048175,-0.043725
type7_harm_vs_autonomy:CB-hva-S4:oppose_tip_comply,0.009844,-0.043788,0.007780,0.016185,0.030253,-0.001060,0.042314,0.021387,-0.004116,-0.007590,0.028843,0.084564,0.003919,0.091436,-0.029807,-0.034596
type7_harm_vs_autonomy:CB-hva-S4:oppose_tip_refuse,-0.003124,-0.050737,-0.009788,0.001293,-0.001824,-0.013187,0.024412,0.006250,-0.017470,-0.035475,0.008514,0.071647,-0.027007,0.100901,-0.050447,-0.050070
type7_harm_vs_autonomy:CB-hva-S5:agree_comply,-0.042207,-0.077892,-0.065281,-0.044849,-0.026519,-0.015397,-0.044956,-0.057317,-0.101947,-0.037386,-0.072579,0.015105,-0.032650,0.053712,-0.089660,0.019576
type7_harm_vs_autonomy:CB-hva-S5:agree_refuse,-0.017898,-0.061245,-0.045681,-0.026226,-0.022128,-0.006103,-0.032713,-0.053879,-0.086696,-0.048798,-0.063489,0.029626,-0.031473,0.070956,-0.092734,-0.008304
type7_harm_vs_autonomy:CB-hva-S5:oppose_tip_comply,-0.042872,-0.091414,-0.060512,-0.032936,-0.030351,-0.020636,-0.038742,-0.061910,-0.084481,-0.050045,-0.074958,0.030323,-0.048428,0.068090,-0.106716,0.013990
type7_harm_vs_autonomy:CB-hva-S5:oppose_tip_refuse,-0.002876,-0.069519,-0.002802,-0.000019,-0.017322,-0.003407,-0.001144,-0.051308,-0.064072,-0.050062,-0.056122,0.063058,-0.035368,0.056129,-0.076312,0.026881
type7_harm_vs_autonomy:CB-hva-S6:agree_comply,0.001763,-0.073929,-0.067465,0.042056,-0.046074,-0.018688,-0.034643,-0.044222,-0.089114,-0.024991,-0.032716,0.024497,-0.028925,0.038545,-0.077635,-0.018313
type7_harm_vs_autonomy:CB-hva-S6:agree_refuse,0.017851,-0.059167,-0.050021,0.054583,-0.039249,0.015286,-0.013777,-0.018773,-0.063666,-0.011159,-0.001201,0.065031,-0.000252,0.076577,-0.077371,0.002338
type7_harm_vs_autonomy:CB-hva-S6:oppose_tip_comply,0.013870,-0.085275,-0.054486,0.052115,-0.037192,0.008669,-0.010540,-0.014593,-0.051877,-0.024422,-0.014080,0.058236,-0.015329,0.075062,-0.082436,-0.001440
type7_harm_vs_autonomy:CB-hva-S6:oppose_tip_refuse,0.019515,-0.078352,-0.034828,0.053021,-0.022433,0.007800,-0.004366,-0.006411,-0.063599,-0.045416,-0.007184,0.041650,-0.011495,0.054962,-0.067586,-0.000082
type8_harm_vs_privacy:CB-hvp-S1:agree_comply,-0.005000,0.009589,0.024463,0.008747,-0.015952,0.007416,0.022842,0.068941,-0.058572,0.042554,0.020955,0.008450,-0.033443,0.031493,-0.030646,0.045644
type8_harm_vs_privacy:CB-hvp-S1:agree_refuse,0.040869,0.051561,0.105196,0.079092,0.042741,0.037461,0.068979,0.130766,-0.014847,0.075022,0.070102,0.051685,0.009820,0.054625,0.011262,0.094989
type8_harm_vs_privacy:CB-hvp-S1:oppose_tip_comply,0.030926,0.030934,0.082807,0.064236,0.006183,0.029421,0.067386,0.110999,-0.056924,0.053375,0.034293,0.007461,-0.015432,0.041055,-0.007139,0.093320
type8_harm_vs_privacy:CB-hvp-S1:oppose_tip_refuse,0.031416,0.006522,0.105721,0.068990,0.002364,0.007647,0.095273,0.121720,-0.026196,0.070565,0.051711,0.030552,0.016058,0.053757,0.017765,0.094740
type8_harm_vs_privacy:CB-hvp-S2:agree_comply,-0.012402,0.064864,0.038887,0.038701,0.046581,-0.038164,-0.032994,0.073567,0.099526,0.099135,0.026425,0.039032,-0.042639,0.041827,0.003324,0.011026
type8_harm_vs_privacy:CB-hvp-S2:agree_refuse,0.020777,0.085825,0.103004,0.062968,0.079879,0.027203,-0.009701,0.110491,0.129143,0.087478,0.050993,0.043115,-0.039625,0.034788,0.006180,0.002580
type8_harm_vs_privacy:CB-hvp-S2:oppose_tip_comply,0.033157,0.126848,0.110216,0.089905,0.116143,0.029506,0.042780,0.144680,0.149659,0.132085,0.101380,0.061151,0.006176,0.068123,0.048657,0.081522
type8_harm_vs_privacy:CB-hvp-S2:oppose_tip_refuse,0.056791,0.134607,0.130506,0.093975,0.137316,0.032944,0.070714,0.153361,0.150347,0.141255,0.101677,0.068378,0.023617,0.082177,0.042677,0.105423
type8_harm_vs_privacy:CB-hvp-S3:agree_comply,-0.028184,-0.052552,-0.038102,0.010125,-0.000998,0.055618,0.014927,0.042610,-0.021324,0.080268,0.016839,0.022014,-0.035925,0.023746,-0.054571,0.095004
type8_harm_vs_privacy:CB-hvp-S3:agree_refuse,0.081995,0.019523,0.088455,0.150522,0.075578,0.118293,0.124853,0.166842,0.057399,0.121511,0.110470,0.096922,0.025543,0.093599,0.018286,0.185537
type8_harm_vs_privacy:CB-hvp-S3:oppose_tip_comply,0.036198,-0.001164,0.037332,0.090658,0.058226,0.090001,0.113039,0.122431,0.001718,0.108418,0.086510,0.079285,0.022289,0.071045,0.001377,0.137244
type8_harm_vs_privacy:CB-hvp-S3:oppose_tip_refuse,0.022900,-0.029021,0.043312,0.073148,0.031923,0.066073,0.098964,0.125048,-0.020489,0.069646,0.042898,0.049227,0.006198,0.072294,-0.029442,0.126325
type8_harm_vs_privacy:CB-hvp-S4:agree_comply,0.030309,0.032901,0.066735,0.090331,0.061994,0.028837,0.052248,0.121654,0.020471,0.109768,0.027037,0.058068,0.017171,-0.026907,0.000265,0.043071
type8_harm_vs_privacy:CB-hvp-S4:agree_refuse,0.093669,0.134855,0.179027,0.102150,0.139844,0.043019,0.120216,0.137748,0.026776,0.084853,0.037198,0.057995,0.021540,-0.022128,0.016083,0.058015
type8_harm_vs_privacy:CB-hvp-S4:oppose_tip_comply,0.071897,0.073901,0.132370,0.139741,0.110743,0.067087,0.130784,0.193053,0.080155,0.145617,0.084890,0.071948,0.074984,0.023587,0.040574,0.093383
type8_harm_vs_privacy:CB-hvp-S4:oppose_tip_refuse,0.066310,0.072755,0.115035,0.131771,0.107156,0.069681,0.135461,0.190618,0.053659,0.144240,0.068178,0.085045,0.064532,0.038177,0.037140,0.102548
type8_harm_vs_privacy:CB-hvp-S5:agree_comply,0.046635,0.014931,0.012637,0.061714,0.030653,0.060146,0.030243,0.070665,0.032675,0.123357,0.022625,0.072585,-0.005331,0.043486,-0.010125,-0.002510
type8_harm_vs_privacy:CB-hvp-S5:agree_refuse,0.069519,0.036963,0.042907,0.108604,0.079893,0.082548,0.077318,0.122337,0.034887,0.159433,0.054924,0.098262,0.000511,0.085352,0.005725,0.049944
type8_harm_vs_privacy:CB-hvp-S5:oppose_tip_comply,0.061405,0.045652,0.058305,0.107016,0.080891,0.089960,0.077403,0.109374,0.043287,0.142159,0.043276,0.069310,0.014070,0.072899,0.007438,0.038363
type8_harm_vs_privacy:CB-hvp-S5:oppose_tip_refuse,0.036359,0.030095,0.060529,0.088990,0.068261,0.068240,0.051815,0.105024,0.008769,0.123048,0.031440,0.034821,-0.000084,0.082692,0.004191,0.068793
type8_harm_vs_privacy:CB-hvp-S6:agree_comply,0.012298,0.044645,0.047446,0.070422,0.053987,-0.010836,0.061242,0.069457,0.035929,0.006325,0.050892,0.069259,0.073021,0.073277,0.027534,0.101991
type8_harm_vs_privacy:CB-hvp-S6:agree_refuse,0.079116,0.121384,0.153066,0.156603,0.077322,0.038628,0.113136,0.164450,0.049434,0.031808,0.082786,0.063078,0.076379,0.082462,0.056262,0.093739
type8_harm_vs_privacy:CB-hvp-S6:oppose_tip_comply,0.061030,0.100404,0.127805,0.129906,0.101023,0.036949,0.124935,0.155576,0.056215,0.065922,0.110952,0.078206,0.121639,0.081535,0.081115,0.116772
type8_harm_vs_privacy:CB-hvp-S6:oppose_tip_refuse,0.059286,0.077057,0.125588,0.123293,0.089094,0.012376,0.112417,0.120371,0.045357,0.046829,0.082562,0.076428,0.107597,0.075356,0.052506,0.089736
type9_harm_vs_integrity:CB-hvi-S1:agree_comply,-0.000291,-0.026755,0.022246,0.045639,-0.001500,0.040827,0.069096,0.055205,0.009369,-0.008967,0.068913,0.053189,0.023800,0.053671,-0.007813,0.031156
type9_harm_vs_integrity:CB-hvi-S1:agree_refuse,0.092087,0.036683,0.098338,0.183344,0.054237,0.152064,0.147346,0.136847,0.091808,0.053134,0.167284,0.137378,0.125365,0.107299,0.074424,0.130843
type9_harm_vs_integrity:CB-hvi-S1:oppose_tip_comply,0.027736,-0.016465,0.033897,0.110903,0.019192,0.066777,0.113104,0.093597,0.048534,0.025425,0.111785,0.106290,0.056403,0.091030,0.028972,0.107567
type9_harm_vs_integrity:CB-hvi-S1:oppose_tip_refuse,0.003940,-0.027381,0.022618,0.083673,-0.011534,0.040655,0.093319,0.084216,0.025184,0.004969,0.072792,0.078551,0.035572,0.090679,-0.004061,0.067012
