cell_id,honesty,harm_avoidance,privacy,kindness,integrity,impartiality,authority,care,loyalty,fairness,autonomy,desert,mercy,collective_welfare,sanctity,tradition
type3_mercy_vs_desert:CB-md-S4:agree_B,0.014776,0.053920,0.048302,0.036166,0.131809,0.090627,0.022362,0.093241,0.132928,0.047261,0.073808,0.085573,0.058315,0.049432,0.031561,0.132536
type3_mercy_vs_desert:CB-md-S4:agree_A,0.063184,0.115748,0.085508,0.045513,0.177575,0.099964,0.101804,0.134547,0.166342,0.090401,0.156756,0.092239,0.101205,0.077744,0.057318,0.161265
type3_mercy_vs_desert:CB-md-S4:oppose_tip_A,0.056866,0.063993,0.062707,0.043339,0.130666,0.086224,0.070245,0.110819,0.142896,0.077706,0.129771,0.080061,0.092983,0.092222,0.028435,0.145724
type3_mercy_vs_desert:CB-md-S4:oppose_tip_B,0.034077,0.054671,0.042336,0.054767,0.107881,0.065945,0.021409,0.069369,0.109637,0.052623,0.093817,0.043411,0.120313,0.023621,0.028858,0.102236
type3_mercy_vs_desert:CB-md-S5:agree_B,0.044306,0.069915,0.087096,0.038774,0.048190,-0.016757,0.060489,0.126839,0.067649,-0.029153,0.158233,0.026996,0.113419,-0.021448,0.059435,0.093715
type3_mercy_vs_desert:CB-md-S5:agree_A,0.030210,0.056769,0.042715,0.034157,0.103911,-0.002029,0.110928,0.174281,0.136181,0.040557,0.247792,0.035588,0.150943,0.006731,0.097497,0.189876
type3_mercy_vs_desert:CB-md-S5:oppose_tip_A,0.002447,0.007204,0.033100,0.025798,0.020865,0.020519,0.033284,0.166902,0.098466,0.019552,0.181660,-0.001259,0.101759,0.003528,0.076097,0.140022
type3_mercy_vs_desert:CB-md-S5:oppose_tip_B,0.008702,0.010626,0.019441,0.030140,0.024478,0.002502,0.039667,0.134713,0.097629,0.025165,0.195127,-0.001358,0.160697,-0.020477,0.084125,0.135014
type4_loyalty_vs_honesty:CB-lh-S1:agree_A,0.091239,0.051824,0.148709,0.106365,0.108760,0.018405,0.136439,0.005195,-0.015630,-0.050531,0.031165,0.035528,0.066931,-0.001593,-0.046176,0.011893
type4_loyalty_vs_honesty:CB-lh-S1:agree_B,0.026090,0.006604,0.069121,0.104893,0.122804,-0.015257,0.093208,0.012653,-0.028977,-0.038710,-0.002757,0.003324,0.043720,0.029724,-0.033635,0.040394
type4_loyalty_vs_honesty:CB-lh-S1:oppose_tip_A,0.070047,0.024044,0.179914,0.116302,0.167357,0.020562,0.154493,0.032699,0.007396,-0.024374,0.031044,0.056784,0.089030,0.054983,-0.010618,0.057678
type4_loyalty_vs_honesty:CB-lh-S1:oppose_tip_B,0.008015,-0.001251,0.146662,0.111394,0.143913,0.023853,0.123918,0.030347,0.077871,0.012375,0.126105,0.035152,0.137313,0.091170,0.026902,0.073086
type4_loyalty_vs_honesty:CB-lh-S2:agree_A,0.133949,0.007887,0.054113,0.094287,-0.002362,-0.015699,0.021761,-0.022760,0.038272,0.026180,0.083024,-0.010636,0.093865,-0.006918,-0.010309,0.100968
type4_loyalty_vs_honesty:CB-lh-S2:agree_B,0.133551,0.041322,0.071581,0.127244,0.004857,-0.005398,0.017916,-0.021368,0.066197,0.028415,0.100424,0.006844,0.108626,-0.003802,0.024568,0.090040
type4_loyalty_vs_honesty:CB-lh-S2:oppose_tip_A,0.212019,0.029979,0.079485,0.129293,0.022430,0.063535,0.082162,0.011177,0.083938,0.079921,0.090007,-0.010617,0.131001,0.043149,0.034880,0.131872
type4_loyalty_vs_honesty:CB-lh-S2:oppose_tip_B,0.158715,0.043573,0.070830,0.116583,0.028640,0.044299,0.062657,0.004857,0.095800,0.087667,0.122795,0.003386,0.145574,0.033382,0.039658,0.128493
type4_loyalty_vs_honesty:CB-lh-S3:agree_A,0.157403,0.125880,0.184221,0.105850,0.144643,0.032014,0.124291,0.052561,0.060939,0.040079,-0.005011,0.126176,0.065233,-0.014517,0.035333,-0.011199
type4_loyalty_vs_honesty:CB-lh-S3:agree_B,0.160422,0.136441,0.168517,0.113154,0.109461,0.032539,0.102513,0.068012,0.069704,0.036745,0.013247,0.102881,0.098477,-0.008500,0.033365,-0.020720
type4_loyalty_vs_honesty:CB-lh-S3:oppose_tip_A,0.169352,0.103173,0.170058,0.078833,0.133262,0.044914,0.118300,0.068945,0.038148,0.019945,-0.033570,0.108815,0.042786,-0.009535,0.044707,-0.023310
type4_loyalty_vs_honesty:CB-lh-S3:oppose_tip_B,0.149828,0.141166,0.172450,0.105008,0.147997,0.057020,0.125478,0.093655,0.088032,0.059634,0.004275,0.134203,0.106854,0.026639,0.040484,-0.001687
type4_loyalty_vs_honesty:CB-lh-S4:agree_A,0.109056,0.051414,0.183232,0.002180,0.051499,0.049211,0.045756,0.023760,0.077560,-0.000587,0.107116,0.065612,0.081345,-0.006046,-0.061766,0.093059
type4_loyalty_vs_honesty:CB-lh-S4:agree_B,0.099558,0.025212,0.166024,-0.022739,0.042892,0.040308,0.028702,-0.008727,0.055187,-0.016552,0.083440,0.054216,0.052375,-0.014621,-0.085770,0.046624
type4_loyalty_vs_honesty:CB-lh-S4:oppose_tip_A,0.119820,0.018276,0.162480,0.000207,0.101269,0.105002,0.055826,0.047037,0.069647,0.025384,0.066423,0.107984,0.107192,0.065782,-0.080485,0.096885
type4_loyalty_vs_honesty:CB-lh-S4:oppose_tip_B,0.123886,0.080084,0.168517,0.019321,0.128993,0.116369,0.051566,0.071429,0.133330,0.076407,0.104847,0.091346,0.152737,0.073461,-0.034498,0.136543
type4_loyalty_vs_honesty:CB-lh-S5:agree_A,0.167696,0.075216,-0.003178,0.113963,0.010703,0.022692,0.014087,0.005128,0.139361,0.047957,0.093081,0.062612,0.070846,0.061030,-0.075962,0.122145
type4_loyalty_vs_honesty:CB-lh-S5:agree_B,0.158324,0.076901,0.009675,0.121560,0.020057,0.007160,0.049961,0.026357,0.118305,0.063964,0.118413,0.042251,0.039344,0.062735,-0.055017,0.164080
type4_loyalty_vs_honesty:CB-lh-S5:oppose_tip_A,0.171455,0.119783,0.039279,0.127207,0.116836,0.051325,0.066071,0.049175,0.193401,0.088190,0.131376,0.152136,0.129542,0.110261,-0.027218,0.174536
type4_loyalty_vs_honesty:CB-lh-S5:oppose_tip_B,0.143857,0.095468,0.036554,0.106031,0.087121,0.055530,0.083070,0.074235,0.189942,0.069389,0.152177,0.101798,0.141932,0.109392,-0.008934,0.183884
type5_tradition_vs_autonomy:CB-ta-S1:agree_A,0.107433,0.079720,0.102609,0.152033,0.072503,0.024535,0.009553,-0.016093,0.079145,0.012403,0.153466,-0.004034,0.085505,-0.013285,0.008835,0.184642
type5_tradition_vs_autonomy:CB-ta-S1:agree_B,0.103855,0.061029,0.077358,0.120722,0.105620,0.051912,0.008559,0.017130,0.069544,0.004651,0.108772,0.005491,0.092920,-0.023004,0.013476,0.207541
type5_tradition_vs_autonomy:CB-ta-S1:oppose_tip_A,0.118850,0.077723,0.095468,0.156026,0.100784,0.078621,0.027971,0.020492,0.114397,0.036283,0.122815,0.030524,0.103028,0.002894,0.034457,0.182636
type5_tradition_vs_autonomy:CB-ta-S1:oppose_tip_B,0.107719,0.088518,0.100393,0.177723,0.079464,0.099645,0.053655,0.034790,0.127754,0.084899,0.182867,0.028651,0.104825,0.025452,0.039687,0.182911
type5_tradition_vs_autonomy:CB-ta-S2:agree_A,0.005879,-0.041242,-0.093148,0.022648,0.016555,-0.016180,0.016130,0.041984,-0.001770,-0.038003,0.127253,-0.051755,-0.041499,-0.030684,-0.007362,0.216031
type5_tradition_vs_autonomy:CB-ta-S2:agree_B,-0.005840,-0.054267,-0.094485,0.030542,0.042837,-0.007066,-0.020428,0.041673,-0.042619,-0.040872,0.078355,-0.038011,-0.057008,-0.019162,-0.020671,0.260367
type5_tradition_vs_autonomy:CB-ta-S2:oppose_tip_A,0.019196,-0.039361,-0.096828,0.064858,0.042289,0.013492,-0.005899,0.074476,0.021804,-0.005565,0.096992,-0.018216,-0.034311,0.018195,0.032209,0.253885
type5_tradition_vs_autonomy:CB-ta-S2:oppose_tip_B,0.041628,0.025377,-0.069748,0.079062,0.071440,0.032741,0.051947,0.071462,0.035149,0.001834,0.153517,-0.025504,-0.011797,0.014045,0.085081,0.256366
type5_tradition_vs_autonomy:CB-ta-S3:agree_A,0.051127,0.132374,0.058537,0.092982,0.137688,0.217983,0.161034,0.176427,0.254605,0.121907,0.172395,0.137410,0.092947,0.144019,0.147611,0.182128
type5_tradition_vs_autonomy:CB-ta-S3:agree_B,0.071008,0.153103,0.070633,0.088715,0.162304,0.273478,0.174753,0.191288,0.303432,0.146922,0.184595,0.192060,0.075976,0.147166,0.149601,0.185727
type5_tradition_vs_autonomy:CB-ta-S3:oppose_tip_A,0.032393,0.140040,0.075173,0.053197,0.175419,0.237892,0.205402,0.172860,0.289780,0.143644,0.181078,0.188401,0.100409,0.142161,0.139808,0.183979
type5_tradition_vs_autonomy:CB-ta-S3:oppose_tip_B,0.059089,0.182839,0.093074,0.097399,0.172102,0.240646,0.205199,0.174526,0.293974,0.159530,0.231539,0.178312,0.126268,0.132821,0.181603,0.221892
type5_tradition_vs_autonomy:CB-ta-S4:agree_A,0.096851,0.085811,0.176463,0.211505,0.121997,0.041621,0.123150,0.174617,0.154764,0.088666,0.268670,0.146172,0.220709,0.141839,0.087770,0.255357
type5_tradition_vs_autonomy:CB-ta-S4:agree_B,0.104844,0.076415,0.165844,0.206277,0.152483,0.070590,0.144127,0.220141,0.167061,0.103566,0.266097,0.172777,0.221111,0.165418,0.097192,0.283682
type5_tradition_vs_autonomy:CB-ta-S4:oppose_tip_A,0.060770,0.038656,0.147023,0.178459,0.137043,0.044477,0.107538,0.178177,0.137467,0.083237,0.222648,0.163970,0.220064,0.163039,0.064044,0.234695
type5_tradition_vs_autonomy:CB-ta-S4:oppose_tip_B,0.069304,0.076832,0.167714,0.185201,0.141135,0.067894,0.139913,0.215487,0.186205,0.124866,0.273760,0.166637,0.247014,0.180898,0.103431,0.260738
type5_tradition_vs_autonomy:CB-ta-S5:agree_A,0.062438,0.044287,0.119522,0.042220,0.091333,0.062475,0.168092,0.088818,0.204103,0.056491,0.167901,0.035844,0.033639,0.040996,0.021824,0.127496
type5_tradition_vs_autonomy:CB-ta-S5:agree_B,0.030626,0.012851,0.142849,0.023647,0.132774,0.081003,0.182922,0.088033,0.182650,0.045403,0.130947,0.044059,-0.013666,0.054275,-0.000856,0.135296
type5_tradition_vs_autonomy:CB-ta-S5:oppose_tip_A,0.037160,0.003888,0.123947,0.025808,0.122546,0.067162,0.157731,0.081303,0.213117,0.064939,0.083731,0.050866,0.031344,0.090253,-0.014890,0.113743
type5_tradition_vs_autonomy:CB-ta-S5:oppose_tip_B,0.063239,0.058324,0.144452,0.038402,0.128673,0.106181,0.190205,0.109678,0.251206,0.114786,0.164514,0.074647,0.065128,0.073965,0.037769,0.127972
type6_authority_vs_autonomy:CB-aa-S1:agree_A,0.041332,-0.014646,0.058176,0.124882,0.066732,0.020469,0.179001,0.142220,0.093829,0.073943,0.118655,0.162870,0.031039,0.183598,-0.010807,0.202074
type6_authority_vs_autonomy:CB-aa-S1:agree_B,0.015307,-0.025241,0.066105,0.085808,0.055056,-0.011893,0.157856,0.146009,0.089598,0.052658,0.137722,0.150672,0.042094,0.157509,-0.003820,0.174650
type6_authority_vs_autonomy:CB-aa-S1:oppose_tip_A,0.046697,-0.008299,0.046927,0.147696,0.091591,0.037992,0.188900,0.145066,0.109187,0.090950,0.132884,0.181407,0.066682,0.195572,0.007574,0.198697
type6_authority_vs_autonomy:CB-aa-S1:oppose_tip_B,0.048871,-0.001855,0.079999,0.122315,0.126268,0.041072,0.220857,0.182200,0.108863,0.087485,0.126483,0.177321,0.045028,0.192448,0.011986,0.179519
type6_authority_vs_autonomy:CB-aa-S2:agree_A,0.078276,-0.004697,0.023650,0.108847,-0.019936,0.146187,0.004788,0.125581,0.108240,0.026232,0.065910,0.079756,-0.064858,0.154496,0.008197,0.154213
type6_authority_vs_autonomy:CB-aa-S2:agree_B,0.053491,-0.013093,-0.010378,0.064214,-0.038919,0.122477,-0.007714,0.148437,0.116793,0.026348,0.108994,0.076190,-0.063760,0.196211,0.007407,0.197802
type6_authority_vs_autonomy:CB-aa-S2:oppose_tip_A,0.094255,0.032655,0.021136,0.105880,0.040617,0.180162,0.043941,0.175156,0.150666,0.077395,0.094858,0.150738,-0.005472,0.207327,0.008738,0.194566
type6_authority_vs_autonomy:CB-aa-S2:oppose_tip_B,0.076418,0.014806,-0.002513,0.084987,0.008508,0.162736,0.011426,0.149512,0.159609,0.052737,0.084063,0.111897,-0.030233,0.212481,-0.002267,0.224643
type6_authority_vs_autonomy:CB-aa-S3:agree_A,0.038910,0.005753,0.064219,0.119729,0.029318,0.062036,0.063448,0.177864,0.089256,0.007933,0.093435,0.120719,0.077491,0.062000,-0.016640,0.141131
type6_authority_vs_autonomy:CB-aa-S3:agree_B,0.031019,0.003112,0.067376,0.107711,0.020836,0.067408,0.061118,0.181153,0.094118,-0.017466,0.122211,0.094866,0.075889,0.040209,0.002712,0.145721
type6_authority_vs_autonomy:CB-aa-S3:oppose_tip_A,0.058977,0.018888,0.059727,0.125255,0.090630,0.049084,0.129737,0.216099,0.066574,0.027359,0.141255,0.138751,0.127069,0.083751,0.008834,0.193133
type6_authority_vs_autonomy:CB-aa-S3:oppose_tip_B,0.045783,0.005994,0.060020,0.101429,0.066073,0.074289,0.124365,0.248932,0.092369,0.041603,0.130762,0.129218,0.121927,0.116412,0.021268,0.187584
type6_authority_vs_autonomy:CB-aa-S4:agree_A,0.081476,0.116940,-0.002622,0.186828,0.084709,0.075587,0.049193,0.231266,0.081572,0.060395,0.105755,0.158061,0.058918,0.127272,0.097165,0.149968
type6_authority_vs_autonomy:CB-aa-S4:agree_B,0.087986,0.104969,0.014063,0.148115,0.091345,0.097547,0.063704,0.231279,0.107911,0.069371,0.082032,0.180618,0.044079,0.119346,0.077004,0.111575
type6_authority_vs_autonomy:CB-aa-S4:oppose_tip_A,0.099072,0.114816,0.008963,0.170965,0.092912,0.080069,0.049577,0.201369,0.088662,0.103018,0.103198,0.200894,0.071524,0.132549,0.065303,0.123108
type6_authority_vs_autonomy:CB-aa-S4:oppose_tip_B,0.085063,0.113355,0.022345,0.152475,0.094278,0.086793,0.060370,0.202030,0.108034,0.081595,0.078682,0.163855,0.060740,0.119225,0.062946,0.144398
type6_authority_vs_autonomy:CB-aa-S5:agree_A,0.032839,-0.045365,0.014150,0.101216,-0.007886,0.031730,0.056990,0.136448,0.006490,-0.045948,0.055482,0.097253,-0.054966,0.074219,-0.103537,0.097782
type6_authority_vs_autonomy:CB-aa-S5:agree_B,0.073630,-0.028984,0.048768,0.112152,0.018142,0.027913,0.093714,0.121450,0.002143,-0.048874,0.061422,0.087272,-0.044090,0.066946,-0.101248,0.097083
type6_authority_vs_autonomy:CB-aa-S5:oppose_tip_A,0.092770,-0.016308,0.101448,0.104102,0.106467,0.052870,0.152512,0.137876,0.040952,-0.023445,0.096282,0.111636,-0.003466,0.094664,-0.090664,0.137439
type6_authority_vs_autonomy:CB-aa-S5:oppose_tip_B,0.073037,-0.039504,0.080970,0.111578,0.062762,0.030461,0.127292,0.139439,0.006512,-0.035575,0.072560,0.087517,-0.022013,0.077849,-0.107144,0.130719
type7_harm_vs_autonomy:CB-hva-S1:agree_comply,-0.003401,-0.043769,-0.088237,0.041288,-0.094163,-0.013623,-0.109070,0.013301,-0.001442,-0.064323,-0.059003,0.022457,-0.023212,0.021510,-0.009674,-0.013262
type7_harm_vs_autonomy:CB-hva-S1:agree_refuse,0.028187,0.011794,-0.036419,0.084390,-0.039677,0.042909,-0.023395,0.105465,0.053148,0.022362,0.058333,0.093548,0.005378,0.104391,0.039903,0.114799
type7_harm_vs_autonomy:CB-hva-S1:oppose_tip_comply,0.045700,-0.013350,0.009290,0.104461,-0.021052,0.019027,0.007577,0.103127,0.063009,-0.014145,0.014203,0.060669,0.030780,0.097773,0.001707,0.086079
type7_harm_vs_autonomy:CB-hva-S1:oppose_tip_refuse,0.100417,-0.020164,0.075105,0.086848,-0.009695,0.051398,0.059447,0.125890,0.054784,-0.044960,-0.002836,0.051082,0.040931,0.065834,0.010657,0.052073
type7_harm_vs_autonomy:CB-hva-S2:agree_comply,-0.036365,0.007771,-0.000149,-0.002641,0.027937,0.108121,0.002303,0.089873,0.059850,0.003305,0.025727,0.073848,-0.028001,0.046712,0.016930,0.080585
type7_harm_vs_autonomy:CB-hva-S2:agree_refuse,-0.023431,0.069283,0.030140,0.035132,0.025479,0.069990,0.020268,0.090453,0.096981,0.007584,0.056575,0.052981,-0.012321,0.021338,0.047346,0.096393
type7_harm_vs_autonomy:CB-hva-S2:oppose_tip_comply,0.049800,0.034964,0.096748,0.054693,0.087689,0.126771,0.073623,0.148632,0.081663,0.012650,0.081157,0.090885,0.052157,0.103589,0.055569,0.106484
type7_harm_vs_autonomy:CB-hva-S2:oppose_tip_refuse,0.056289,0.033267,0.088487,0.089084,0.066136,0.109705,0.034250,0.147589,0.051040,0.002401,0.058362,0.075323,0.060198,0.073516,0.081647,0.130237
type7_harm_vs_autonomy:CB-hva-S3:agree_comply,0.033882,0.063241,0.071497,0.055737,0.101618,0.023931,0.046513,0.092256,-0.020051,0.056025,-0.043436,0.049290,-0.029289,0.093063,0.019472,0.087617
type7_harm_vs_autonomy:CB-hva-S3:agree_refuse,0.071466,0.070128,0.071299,0.101583,0.083388,0.042835,0.064244,0.123684,0.057063,0.102203,-0.013390,0.063564,0.046785,0.123690,0.036023,0.086114
type7_harm_vs_autonomy:CB-hva-S3:oppose_tip_comply,0.057694,0.135898,0.124526,0.096596,0.145139,0.063984,0.071878,0.129448,0.074142,0.117075,-0.016771,0.080568,0.023226,0.076625,0.093718,0.106800
type7_harm_vs_autonomy:CB-hva-S3:oppose_tip_refuse,-0.000037,0.080781,0.086792,0.027255,0.081894,0.016950,0.025479,0.137142,0.046297,0.084320,-0.016229,0.030626,-0.004211,0.105561,0.032051,0.083098
type7_harm_vs_autonomy:CB-hva-S4:agree_comply,0.028358,0.058458,0.070203,0.059755,0.045169,0.042384,0.008210,0.153958,0.128403,0.042512,0.034497,0.079576,0.001711,0.159358,0.056423,0.066005
type7_harm_vs_autonomy:CB-hva-S4:agree_refuse,0.040401,0.084837,0.097085,0.078541,0.041922,0.050447,0.004688,0.126058,0.095743,0.016479,0.050825,0.061845,-0.010735,0.121546,0.067072,0.064148
type7_harm_vs_autonomy:CB-hva-S4:oppose_tip_comply,0.036057,0.035367,0.105056,0.090503,0.086717,0.019990,0.031909,0.147267,0.099956,0.023674,0.019828,0.050969,0.049438,0.115635,0.060990,0.071153
type7_harm_vs_autonomy:CB-hva-S4:oppose_tip_refuse,0.006572,0.025331,0.150984,0.040322,-0.005283,-0.000427,-0.006998,0.191640,0.104584,-0.021205,0.052515,0.030533,-0.023438,0.168594,0.007720,0.074784
type7_harm_vs_autonomy:CB-hva-S5:agree_comply,-0.032050,-0.011536,0.013098,0.020534,0.028778,0.020839,-0.009044,0.069583,0.000002,-0.017535,-0.030827,0.103293,-0.004171,0.098636,0.005684,0.032184
type7_harm_vs_autonomy:CB-hva-S5:agree_refuse,0.002144,-0.029953,0.033852,0.010349,0.031882,0.063877,0.035086,0.032970,-0.012774,-0.062468,0.006906,0.123311,-0.035688,0.107227,-0.022397,0.038119
type7_harm_vs_autonomy:CB-hva-S5:oppose_tip_comply,-0.011569,-0.099000,0.052816,-0.015508,0.006563,0.026849,-0.008438,0.037087,-0.064526,-0.073289,-0.048360,0.030328,-0.017912,0.099395,-0.063147,0.020010
type7_harm_vs_autonomy:CB-hva-S5:oppose_tip_refuse,0.075149,-0.002238,0.115810,0.052304,0.075245,0.068479,0.060116,0.057980,0.030613,-0.044701,-0.014653,0.077398,0.045026,0.070702,0.009752,0.011261
type7_harm_vs_autonomy:CB-hva-S6:agree_comply,0.000843,-0.017454,-0.048455,0.029176,0.017828,0.039700,-0.012876,0.070541,0.027227,-0.034144,0.012740,0.100570,-0.031467,0.176733,-0.059086,0.042723
type7_harm_vs_autonomy:CB-hva-S6:agree_refuse,0.018080,0.027844,-0.016471,0.012317,0.034797,0.083158,-0.006805,0.109822,0.123964,0.013037,0.053881,0.124075,0.003663,0.200616,-0.038812,0.045524
type7_harm_vs_autonomy:CB-hva-S6:oppose_tip_comply,0.014679,0.001806,0.027584,0.011335,0.073403,0.071826,0.057460,0.166033,0.142738,0.043661,0.054324,0.140105,0.009626,0.189868,-0.033106,0.075593
type7_harm_vs_autonomy:CB-hva-S6:oppose_tip_refuse,0.024865,-0.007292,0.060208,0.091374,0.044695,0.054028,0.034275,0.118490,0.096623,-0.005543,-0.008107,0.076940,0.017276,0.142980,-0.058492,0.032031
type8_harm_vs_privacy:CB-hvp-S1:agree_comply,-0.051819,0.039495,0.063507,0.036687,0.047336,0.068524,0.108976,0.149362,-0.038411,0.073503,-0.004549,0.025311,-0.013390,0.111346,0.025785,0.103805
type8_harm_vs_privacy:CB-hvp-S1:agree_refuse,0.070443,0.145752,0.187353,0.115230,0.069431,0.085817,0.156239,0.190548,0.053655,0.147563,0.112344,0.088531,0.048035,0.116129,0.068709,0.146212
type8_harm_vs_privacy:CB-hvp-S1:oppose_tip_comply,-0.002801,0.054866,0.098059,0.083980,0.085565,0.099375,0.130265,0.155270,-0.022963,0.105097,-0.001142,0.040302,0.049411,0.127008,0.030048,0.115857
type8_harm_vs_privacy:CB-hvp-S1:oppose_tip_refuse,0.023271,0.085096,0.149611,0.099583,0.083942,0.092137,0.176417,0.185167,0.012400,0.122030,0.025379,0.065312,0.056075,0.139837,0.064787,0.096932
type8_harm_vs_privacy:CB-hvp-S2:agree_comply,-0.051805,0.112057,0.046056,0.109997,0.026599,0.065414,0.016220,0.145524,0.083011,0.109880,0.116448,0.025281,-0.078002,0.162944,0.027673,0.225345
type8_harm_vs_privacy:CB-hvp-S2:agree_refuse,-0.056957,0.124255,0.055206,0.084999,0.002762,0.043197,0.014994,0.095317,0.117816,0.138743,0.103391,-0.040063,-0.028686,0.071387,0.031031,0.164581
type8_harm_vs_privacy:CB-hvp-S2:oppose_tip_comply,-0.007043,0.173304,0.076682,0.150167,0.034312,0.098153,0.055864,0.173294,0.135979,0.166868,0.146329,0.016885,0.014395,0.111781,0.098536,0.246042
type8_harm_vs_privacy:CB-hvp-S2:oppose_tip_refuse,0.012034,0.194766,0.102578,0.165605,0.054329,0.091758,0.080034,0.198463,0.123882,0.203141,0.171201,0.044629,0.067208,0.139068,0.083282,0.272751
type8_harm_vs_privacy:CB-hvp-S3:agree_comply,-0.090705,0.042777,0.013838,0.067711,0.001243,0.006359,-0.066722,0.056664,-0.005088,0.048141,-0.009554,0.046369,-0.055297,0.064807,0.005647,0.115542
type8_harm_vs_privacy:CB-hvp-S3:agree_refuse,0.088499,0.176237,0.136059,0.182341,0.074215,0.049703,0.066745,0.141846,0.098017,0.120684,0.168457,0.136005,0.107625,0.058680,0.120646,0.255410
type8_harm_vs_privacy:CB-hvp-S3:oppose_tip_comply,0.011999,0.121218,0.129226,0.140826,0.081900,0.075858,0.056068,0.113082,0.079125,0.112912,0.072627,0.123169,0.078215,0.080666,0.073328,0.145756
type8_harm_vs_privacy:CB-hvp-S3:oppose_tip_refuse,0.041135,0.108412,0.113303,0.132668,0.078963,0.072382,0.037461,0.153467,0.089367,0.088743,0.075653,0.092540,0.096885,0.112823,0.085259,0.184009
type8_harm_vs_privacy:CB-hvp-S4:agree_comply,0.054149,0.075829,0.096584,-0.015550,0.150410,-0.001693,0.078196,0.112564,-0.038329,0.041673,-0.020931,0.087245,0.067708,0.077007,0.023619,0.075442
type8_harm_vs_privacy:CB-hvp-S4:agree_refuse,0.096857,0.076929,0.088717,-0.034430,0.219754,-0.006156,0.120833,0.100839,0.014854,0.032457,0.039713,0.102204,0.160134,0.085308,0.013418,0.117918
type8_harm_vs_privacy:CB-hvp-S4:oppose_tip_comply,0.068718,0.102906,0.103394,0.018976,0.146175,0.066463,0.129320,0.160419,0.063405,0.090391,0.025357,0.118102,0.090054,0.127797,0.030594,0.088038
type8_harm_vs_privacy:CB-hvp-S4:oppose_tip_refuse,0.108900,0.128120,0.110700,0.026141,0.173245,0.071024,0.144797,0.187747,0.038405,0.097820,0.047890,0.127438,0.115352,0.147042,0.065394,0.112188
type8_harm_vs_privacy:CB-hvp-S5:agree_comply,0.093943,0.090686,0.047449,0.015317,0.096596,0.092637,0.041032,0.108225,0.038439,0.050338,-0.005277,0.100847,0.020922,0.129418,0.054375,0.086275
type8_harm_vs_privacy:CB-hvp-S5:agree_refuse,0.121276,0.127954,0.073194,0.052805,0.124739,0.134812,0.106102,0.193592,0.065427,0.130638,0.089622,0.141458,0.039589,0.176381,0.082169,0.149291
type8_harm_vs_privacy:CB-hvp-S5:oppose_tip_comply,0.093108,0.132297,0.099559,0.040495,0.155243,0.133199,0.137930,0.136703,0.095595,0.154280,0.057269,0.107657,0.094178,0.133600,0.111181,0.125895
type8_harm_vs_privacy:CB-hvp-S5:oppose_tip_refuse,0.085031,0.113177,0.087133,0.056037,0.111793,0.115522,0.098665,0.127053,0.073934,0.108738,0.034637,0.092403,0.061993,0.115781,0.089896,0.116290
type8_harm_vs_privacy:CB-hvp-S6:agree_comply,0.030765,0.110569,0.099519,0.074956,0.144472,0.026244,0.098236,0.162372,-0.051112,0.057137,0.036189,0.037447,0.082310,0.030132,0.103199,0.123624
type8_harm_vs_privacy:CB-hvp-S6:agree_refuse,0.030059,0.060019,0.121322,0.060365,0.094616,0.003745,0.105637,0.163829,-0.011118,0.039725,0.101022,-0.005573,0.096726,0.018645,0.062015,0.086167
type8_harm_vs_privacy:CB-hvp-S6:oppose_tip_comply,0.055082,0.133383,0.145138,0.124942,0.138815,0.039891,0.107611,0.161387,0.001339,0.079219,0.052163,0.052953,0.170451,0.036206,0.125429,0.088624
type8_harm_vs_privacy:CB-hvp-S6:oppose_tip_refuse,0.074135,0.073023,0.128106,0.081627,0.095052,0.015006,0.067404,0.113908,0.000032,0.026590,0.031171,0.043947,0.114970,0.033694,0.124573,0.085657
type9_harm_vs_integrity:CB-hvi-S1:agree_comply,0.065706,0.016091,0.104758,0.105816,0.022383,0.078096,0.104447,0.113403,0.086963,0.047557,0.035701,0.080418,0.047097,0.108593,0.082440,0.090634
type9_harm_vs_integrity:CB-hvi-S1:agree_refuse,0.136938,0.076065,0.135920,0.149495,0.089062,0.136346,0.149965,0.122272,0.109171,0.074169,0.092946,0.118031,0.157553,0.096135,0.106327,0.113053
type9_harm_vs_integrity:CB-hvi-S1:oppose_tip_comply,0.085866,0.022226,0.103837,0.120908,0.064330,0.080260,0.110472,0.165466,0.132751,0.094199,0.059575,0.096521,0.102189,0.144534,0.078760,0.136211
type9_harm_vs_integrity:CB-hvi-S1:oppose_tip_refuse,0.059776,0.047113,0.126702,0.128497,0.043658,0.066620,0.106245,0.179816,0.107286,0.074128,0.067641,0.086308,0.091373,0.137845,0.087318,0.117188
type9_harm_vs_integrity:CB-hvi-S2:agree_comply,-0.018900,0.036178,-0.000373,0.062902,0.041997,0.005146,-0.078018,0.129090,0.061634,0.065023,-0.003963,0.058566,0.038701,0.062491,0.062414,0.073926
type9_harm_vs_integrity:CB-hvi-S2:agree_refuse,0.072635,0.107055,0.016589,0.139301,0.097755,0.059367,-0.004802,0.169290,0.061120,0.096744,0.090692,0.103501,0.103561,0.114676,0.102038,0.133837
type9_harm_vs_integrity:CB-hvi-S2:oppose_tip_comply,-0.015093,0.061465,0.019569,0.080585,0.077706,0.044215,-0.029606,0.193526,0.057787,0.069603,0.037319,0.092469,0.035865,0.121976,0.088973,0.129158
